venue,id,venue,year,title,authors,author_ids,abstract,cites,conferencePercentile
UIST,b704ea303ec87bbedac36369c3dcd248a67f6a7c,UIST,2015,Color Sommelier: Interactive Color Recommendation System Based on Community-Generated Color Palettes,"KyoungHee Son, Seo Young Oh, Yongkwan Kim, Hayan Choi, Seok-Hyung Bae, Ganguk Hwang","1961230, 8110278, 2785722, 2961374, 1715434, 1975286","We present Color Sommelier, an interactive color recommendation system based on community-generated color palettes that helps users to choose harmonious colors on the fly. We used an item-based collaborative filtering technique with Adobe Color CC palettes in order to take advantage of their ratings that reflect the general public?s color harmony preferences. Every time a user chooses a color(s), Color Sommelier calculates how harmonious each of the remaining colors is with the chosen color(s). This interactive recommendation enables users to choose colors iteratively until they are satisfied. To illustrate the usefulness of the algorithm, we implemented a coloring application with a specially designed color chooser. With the chooser, users can intuitively recognize the harmony score of each color based on its bubble size and use the recommendations at their discretion. The Color Sommelier algorithm is flexible enough to be applicable to any color chooser in any software package and is easy to implement.",0,16.2280701754
UIST,9266d12315f50e9ac0ae55a09dcf74cb08b05996,UIST,2011,Accessibility for individuals with color vision deficiency,David R. Flatla,3247725,"Individuals with Color Vision Deficiency (CVD) are often unable to distinguish between colors that individuals without CVD can distinguish. Recoloring tools exist that modify the colors in an image so they are more easily distinguishable for those with CVD. These tools use models of color differentiation that rely on many assumptions about the environment and user. However, these assumptions rarely hold in real-world use cases, leading to incorrect color modification by recoloring tools. In this doctoral symposium, I will present Situation-Specific Models (SSMs) as a solution to this problem. SSMs are color differentiation models created in-situ via a calibration procedure. This calibration procedure captures the exact color differentiation abilities of the user, allowing a color differentiation model to be created that fits the user and his/her environmental situation. An SSM-based recoloring tool will be able to provide recolored images that most accurately reflect the color differentiation abilities of a particular individual in a particular environment.",3,31.4285714286
UIST,94340e78f2b5f8f3c3208bb19599eaaec8c6e1bf,UIST,2012,Towards document engineering on pen and touch-operated interactive tabletops,Fabrice Matulic,3268147,"Touch interfaces have now become mainstream thanks to modern smartphones and tablets. However, there are still very few ""productivity"" applications, i.e. tools that support mundane but essential work, especially for large interactive surfaces such as digital tabletops. This work aims to partly fill the relative void in the area of document engineering by investigating what kind of intuitive and efficient tools can be provided to support the manipulation of documents on a digital workdesk, in particular the creation and editing of documents. The fundamental interaction model relies on bimanual pen and multitouch input, which was recently introduced to tabletops and enables richer interaction possibilities. The goal is ultimately to provide useful and highly accessible UIs for document-centric applications, whose design principles will hopefully pave the way from DTP towards DTTP (Digital Tabletop Publishing).",0,9.80392156863
UIST,20b7ad09a1ffed0bf7f0fbaa627bf257eecaf81b,UIST,2016,WhammyPhone: Exploring Tangible Audio Manipulation Using Bend Input on a Flexible Smartphone,"Antonio Gomes, Lahiru Lakmal Priyadarshana, Juan Pablo Carrascal, Roel Vertegaal","7318622, 3397072, 2883811, 1687608","We present WhammyPhone, a novel audio interface that supports physical manipulation of digital audio through bend gestures. WhammyPhone combines a high-resolution flexible display, bend sensors, and a set of intuitive interaction techniques that enable novice users to manipulate sound in a tangible fashion. With WhammyPhone, bend gestures can control both discrete (e.g. triggering a note) and continuous parameters (e.g. pitch bend). We showcase application scenarios that leverage the unique input modalities of WhammyPhone and discuss its potential for digital audio manipulation.",0,44.6540880503
UIST,bf260646d1c7cafc24899d42147883c42fc341ac,UIST,2010,LuminAR: portable robotic augmented reality interface design and prototype,"Natan Linder, Pattie Maes","2033673, 1701876","In this paper we introduce LuminAR: a prototype for a new portable and compact projector-camera system designed to use the traditional incandescent bulb interface as a power source, and a robotic desk lamp that carries it, enabling it with dynamic motion capabilities. We are exploring how the LuminAR system embodied in a familiar form factor of a classic Angle Poise lamp may evolve into a new class of robotic, digital information devices.",17,75.5813953488
UIST,cf738aee4c4a45e1d4b60c9dbe6d2cd2bc5691a2,UIST,2013,LivingClay: particle actuation to control display volume and stiffness,"Jefferson Pardomuan, Toshiki Sato, Hideki Koike","2328084, 3269647, 1684942","We present a new type of display actuation that is able to control both display geometry and stiffness properties using a filler material and air flow control technique. The display consists of a flat, flexible layer of cells on the surface and chamber filled with particles under it. Display geometries can be changed by transporting an amount of particles between display cells and the particle chamber using pressured air and vacuum to control the air flows. This system also allow for variable stiffness using vacuum technique to harden the particles inside chamber. In this paper, we present the design and control technique of this new type actuator and also possible interaction on a single actuator display. We also propose a low-cost, effective way to control an array of actuators where the air flow line and particle line are arranged in a multiplexed grid configuration.",0,10.5504587156
UIST,e27e85dfce07e039d849e20254d544c51b83890b,UIST,2016,SketchingWithHands: 3D Sketching Handheld Products with First-Person Hand Posture,"Yongkwan Kim, Seok-Hyung Bae","2785722, 1715434","We present SketchingWithHands, a 3D sketching system that incorporates a hand-tracking sensor. The system enables product designers to easily capture desired hand postures from a first-person point of view at any time and to use the captured hand information to explore handheld product concepts by 3D sketching while keeping the proper scale and usage of the products. Based on the analysis of design practices and drawing skills in the art and design literature, we suggest novel ideas for efficiently acquiring hand postures (palm-pinning widget, front and center mirrors, responsive spangles), for quickly creating and easily adjusting sketch planes (modified tick-triggered, orientable and shiftable sketch planes), for appropriately starting 3D sketching products with hand information (hand skeleton, grip axis), and for practically increasing user throughput (intensifier, rough and precise erasers)---all of which are coherently and consistently integrated in our system. A user test by ten industrial design students and an in-depth discussion show that our system is both useful and usable in designing handheld products.",0,44.6540880503
UIST,469a9ae8d96d26dc70e5b151a5589fb185305e7e,UIST,2012,Capturing indoor scenes with smartphones,"Aditya Sankar, Steven M. Seitz","3246173, 1679223","In this paper, we present a novel smartphone application designed to easily capture, visualize and reconstruct homes, offices and other indoor scenes. Our application leverages data from smartphone sensors such as the camera, accelerometer, gyroscope and magnetometer to help model the indoor scene. The output of the system is two-fold; first, an interactive visual tour of the scene is generated in real time that allows the user to explore each room and transition between connected rooms. Second, with some basic interactive photogrammetric modeling the system generates a 2D floor plan and accompanying 3D model of the scene, under a Manhattan-world assumption. The approach does not require any specialized equipment or training and is able to produce accurate floor plans.",18,72.5490196078
UIST,664a5a724c2a31ca508fb48cc6e31ae27f6d8313,UIST,2004,Who cares?: reflecting who is reading what on distributed community bulletin boards,"Toshiya Yamada, Jun Shingu, Elizabeth F. Churchill, Les Nelson, Jonathan Helfman, Paul Murphy","8222477, 2565333, 1801572, 2004203, 1798257, 7738470","In this paper, we describe the YeTi information sharing system that has been designed to foster community building through informal digital content sharing. The YeTi system is a general information parsing, hosting and distribution infrastructure, with interfaces designed for individual and public content reading. In this paper we describe the YeTi public display interface, with a particular focus on tools we have designed to provide lightweight awareness of others' interactions with posted content. Our tools augment content with metadata that reflect people's reading of content - captured video clips of who's reading and interacting with content, tools to allow people to leave explicit freehand annotations about content, and a visualization of the content access history to show when content is interacted with. Results from an initial evaluation are presented and discussed.",9,15.7894736842
UIST,9dab343fe90ecea2e4055ee76bd7bd4a8c843f02,UIST,2005,Moveable interactive projected displays using projector based tracking,"Johnny C. Lee, Scott E. Hudson, Jay Summet, Paul H. Dietz","1803308, 1749296, 2585396, 1805795","Video projectors have typically been used to display images on surfaces whose geometric relationship to the projector remains constant, such as walls or pre-calibrated surfaces. In this paper, we present a technique for projecting content onto moveable surfaces that adapts to the motion and location of the surface to simulate an active display. This is accomplished using a projector based location tracking techinque. We use light sensors embedded into the moveable surface and project low-perceptibility Gray-coded patterns to first discover the sensor locations, and then incrementally track them at interactive rates. We describe how to reduce the perceptibility of tracking patterns, achieve interactive tracking rates, use motion modeling to improve tracking performance, and respond to sensor occlusions. A group of tracked sensors can define quadrangles for simulating moveable displays while single sensors can be used as control inputs. By unifying the tracking and display technology into a single mechanism, we can substantially reduce the cost and complexity of implementing applications that combine motion tracking and projected imagery.",55,64.5161290323
UIST,9def1fd2e400ffca86f387bd27cc4c445779783a,UIST,2013,Capturing on site laser annotations with smartphones to document construction work,"Jörg Schweitzer, Ralf Dörner","2039730, 8360122","In the process of construction work, taking notes of real world objects like walls, pipes, cables and others is an important task. The ad hoc capturing of small information pieces on such objects on site can be challenging when there is no specialized technology available. Handwritten or hand drawn notes on paper are good for textual information like measurements whereas images are better to capture the physical state of objects. Without a proper combination however the benefit is limited. In this paper we present an interaction system for taking ad hoc notes on real world objects by using a combination of a smartphone and a laserpointer as input device. Our interface enables the user to directly annotate objects by drawing on them and to store these annotations for later reviewing. The deictic gestures of the user are then replayed on a stitched image of the scene. The users voice input is captured and analyzed to integrate additional Information. The user can mark positions and place hand taken measurements by pointing on the objects and speaking the corresponding voice commands.",0,10.5504587156
UIST,0e5c8779b7e043cb797ea396b54e769849e59f44,UIST,2014,LightWeight: wearable resistance visualizer for rehabilitation,"Zane Cochran, Brianna Tomlinson, Dar-Wei Chen, Kunal Patel","2516650, 2331752, 1957069, 4498748","People recovering from arm injuries are often prescribed limits to the amount of strain they can place on their muscles at a given point during the recovery process. However, it is sometimes difficult for them to know when a given activity creates strain in excess of these limits. To inform this process, we have developed a prototype, the LightWeight, and describe it here. The aim of the LightWeight is to inform users of the strain on targeted muscles as the activity occurs, and to display the relationship of that strain to the aforementioned limits. LightWeight is embedded within a compression sleeve that measures muscle strain through conductive fabric and EMG while displaying that information through an intuitive circular LED display.",0,12.015503876
UIST,d78b2ba2cb7b195f9bbb0486e64a353ee4e78333,UIST,2011,Scopemate: a tracking inspection microscope,"Cati N. Boulanger, Paul H. Dietz, Steven Bathiche","2230970, 1805795, 2275540",We propose a new interaction mechanism for inspection microscopy. The novel input device combines an optically augmented web-cam with a head tracker. A head tracker controls the inspection angle of a webcam fitted with ap-propriate microscope optics. This allows an operator the full use of their hands while intuitively looking at the work area from different perspectives.,0,6.19047619048
UIST,4df2ce1836ddd2ba38a71e059bd2aa87c9bc6dfc,UIST,2007,Hybrid infrared and visible light projection for location tracking,"Johnny C. Lee, Scott E. Hudson, Paul H. Dietz","1803308, 1749296, 1805795","A number of projects within the computer graphics, computer vision, and human-computer interaction communities have recognized the value of using projected structured light patterns for the purposes of doing range finding, location dependent data delivery, projector adaptation, or object discovery and tracking. However, most of the work exploring these concepts has relied on visible structured light patterns resulting in a caustic visual experience. In this work, we present the first design and implementation of a high-resolution, scalable, general purpose invisible near-infrared projector that can be manufactured in a practical manner. This approach is compatible with simultaneous visible light projection and integrates well with future Digital Light Processing (DLP) projector designs -- the most common type of projectors today. By unifying both the visible and non-visible pattern projection into a single device, we can greatly simply the implementation and execution of interactive projection systems. Additionally, we can inherently provide location discovery and tracking capabilities that are unattainable using other approaches.",22,31.9444444444
UIST,020036c75de8d47c3a2d5a96defce24e1f24d48e,UIST,2009,A practical pressure sensitive computer keyboard,"Paul H. Dietz, Benjamin D. Eidelson, Jonathan Westhues, Steven Bathiche","1805795, 1845095, 2711385, 2275540","A pressure sensitive computer keyboard is presented that independently senses the force level on every depressed key. The design leverages existing membrane technologies and is suitable for low-cost, high-volume manufacturing. A number of representative applications are discussed.",21,38.5714285714
UIST,f451c8a16ef4e3637448d085684f327c8755cf10,UIST,2011,Scopemate: a robotic microscope,"Cati N. Boulanger, Paul H. Dietz, Steven Bathiche","2230970, 1805795, 2275540",Scopemate is a robotic microscope that tracks the user for inspection microscopy. The novel input device combines an optically augmented web-cam with a head tracker. A head tracker controls the inspection angle of a webcam fitted with appropriate microscope optics. This allows an operator the full use of their hands while intuitively looking at the work area from different perspectives.,0,6.19047619048
UIST,f3a7ed47d485612b5481111e549af59792ec4ab1,UIST,2011,PocketTouch: through-fabric capacitive touch input,"T. Scott Saponas, Chris Harrison, Hrvoje Benko","1766388, 1730920, 2704133","PocketTouch is a capacitive sensing prototype that enables eyes-free multitouch input on a handheld device without having to remove the device from the pocket of one's pants, shirt, bag, or purse. PocketTouch enables a rich set of gesture interactions, ranging from simple touch strokes to full alphanumeric text entry. Our prototype device consists of a custom multitouch capacitive sensor mounted on the back of a smartphone. Similar capabilities could be enabled on most existing capacitive touchscreens through low-level access to the capacitive sensor. We demonstrate how touch strokes can be used to initialize the device for interaction and how strokes can be processed to enable text recognition of characters written over the same physical area. We also contribute a comparative study that empirically measures how different fabrics attenuate touch inputs, providing insight for future investigations. Our results suggest that PocketTouch will work reliably with a wide variety of fabrics used in today's garments, and is a viable input method for quick eyes-free operation of devices in pockets.",30,75.7142857143
UIST,d9d0fea2673e8a86478c065321690126b0932e33,UIST,2008,Browsing large HTML tables on small screens,"Keishi Tajima, Kaori Ohnishi","2792621, 2091514","We propose new interaction techniques that support better browsing of large HTML tables on small screen devices, such as mobile phones. We propose three modes for browsing tables: normal mode, record mode, and cell mode. Normal mode renders tables in the ordinary way, but provides various useful functions for browsing large tables, such as hiding unnecessary rows and columns. Record mode regards each row (or column) as the basic information unit and displays it in a record-like format with column (or row) headers, while cell mode regards each cell as the basic unit and displays each cell together with its corresponding row and column headers. For these table presentations, we need to identify row and column headers that explain the meaning of rows and columns. To provide users with both row and column headers even when the tables have attributes for only one of them, we introduce the concept of keys and develop a method of automatically discovering attributes and keys in tables. Another issue in these presentations is how to handle composite cells spanning multiple rows or columns. We determine the semantics of such composite cells and render them in appropriate ways in accordance with their semantics.",10,21.4285714286
UIST,2e4fec5e2c93627e55dff696f3178b87c7ba6b0f,UIST,2012,GamiCAD: a gamified tutorial system for first time autocad users,"Wei Li, Tovi Grossman, George W. Fitzmaurice","2121690, 3313809, 1703735","We present GamiCAD, a gamified in-product, interactive tutorial system for first time AutoCAD users. We introduce a software event driven finite state machine to model a user's progress through a tutorial, which allows the system to provide real-time feedback and recognize success and failures. GamiCAD provides extensive real-time visual and audio feedback that has not been explored before in the context of software tutorials. We perform an empirical evaluation of GamiCAD, comparing it to an equivalent in-product tutorial system without the gamified components. In an evaluation, users using the gamified system reported higher subjective engagement levels and performed a set of testing tasks faster with a higher completion ratio.",32,87.2549019608
UIST,481e8ce3cf15532fd0cc550a1856c0c991285f77,UIST,2012,Videoink: a pen-based approach for video editing,"Diogo Cabral, Nuno Correia","2815588, 1717306","Due the growth of video sharing, its manipulation is important, however still a hard task. In order to improve it, this work proposes a pen-based approach, called VideoInk. The concept exploits the painting metaphor, replacing digital ink with video frames. The method allows the user to paint video content in a canvas, which works as a two dimensional timeline. This approach includes transition effects and zoom features based on pen pressure. A Tablet PC prototype implementing the concept was also developed.",0,9.80392156863
UIST,20c2cb80e28197d29e65fd6662b2b416938694a9,UIST,2005,DT controls: adding identity to physical interfaces,"Paul H. Dietz, Bret Harsham, Clifton Forlines, Darren Leigh, William S. Yerazunis, Sam Shipman, Bent Schmidt-Nielsen, Kathy Ryall","1805795, 2293993, 1694854, 1786108, 5135329, 2673643, 3222918, 1712855","In this paper, we show how traditional physical interface components such as switches, levers, knobs and touch screens can be easily modified to identify who is activating each control. This allows us to change the function per-formed by the control, and the sensory feedback provided by the control itself, dependent upon the user. An auditing function is also available that logs each user's actions. We describe a number of example usage scenarios for our tech-nique, and present two sample implementations.",6,12.9032258065
UIST,686a9217272d4a28235d4b2bd4fc4f0b65ec4ef7,UIST,2013,A cuttable multi-touch sensor,"Simon Olberding, Nan-Wei Gong, John Tiab, Joseph A. Paradiso, Jürgen Steimle","3186111, 1690147, 2638321, 4798651, 1790324","We propose cutting as a novel paradigm for ad-hoc customization of printed electronic components. As a first instantiation, we contribute a printed capacitive multi-touch sensor, which can be cut by the end-user to modify its size and shape. This very direct manipulation allows the end-user to easily make real-world objects and surfaces touch-interactive, to augment physical prototypes and to enhance paper craft. We contribute a set of technical principles for the design of printable circuitry that makes the sensor more robust against cuts, damages and removed areas. This includes novel physical topologies and printed forward error correction. A technical evaluation compares different topologies and shows that the sensor remains functional when cut to a different shape.",25,88.9908256881
UIST,06a6f38f6d5d61356379dd00d554c588275eab9d,UIST,2002,The actuated workbench: computer-controlled actuation in tabletop tangible interfaces,"Gian Pangaro, Dan Maynes-Aminzade, Hiroshi Ishii","2745692, 2245650, 1749649","The Actuated Workbench is a device that uses magnetic forces to move objects on a table in two dimensions. It is intended for use with existing tabletop tangible interfaces, providing an additional feedback loop for computer output, and helping to resolve inconsistencies that otherwise arise from the computer's inability to move objects on the table. We describe the Actuated Workbench in detail as an enabling technology, and then propose several applications in which this technology could be useful.",93,83.3333333333
UIST,d0e8f1d24e0f2d2efff83bd4f835a1e102111754,UIST,2014,Individual variation in susceptibility to cybersickness,"Lisa Rebenitsch, Charles B. Owen","3070984, 1787354","We examined background characteristics of virtual reality participants in order to determine correlations to cybersickness. As 3D media and new VR display technologies from companies such as Occulus and Sony become more popular, the incidence of cybersickness is likely to increase. Understanding the impact of individual backgrounds on susceptibility can help shed light on which individuals are more likely to be impacted. Past history of motion sickness and video game play have the best predictive power of cybersickness of the factors studied. A model to estimate the likelihood of cybersickness using background characteristics is posed.",0,12.015503876
UIST,6d0560d431f2f8a5cb3b698d545f8c8c8a7e9a9d,UIST,2015,Tracko: Ad-hoc Mobile 3D Tracking Using Bluetooth Low Energy and Inaudible Signals for Cross-Device Interaction,"Haojian Jin, Christian Holz, Kasper Hornbæk","2340572, 2794828, 1679367","While current mobile devices detect the presence of surrounding devices, they lack a truly <i>spatial</i> awareness to bring them into the user's natural 3D space. We present <i>Tracko</i>, a 3D tracking system between two or more commodity devices without added components or device synchronization. Tracko achieves this by fusing three signal types. 1) Tracko infers the <i>presence</i> of and rough distance to other devices from the strength of Bluetooth low energy signals. 2) Tracko exchanges a series of inaudible stereo sounds and derives a set of accurate distances between devices from the difference in their arrival times. A Kalman filter integrates both signal cues to place collocated devices in a shared <i>3D space</i>, combining the robustness of Bluetooth with the accuracy of audio signals for relative 3D tracking. 3) Tracko incorporates inertial sensors to refine 3D estimates and support quick interactions. Tracko robustly tracks devices in 3D with a mean error of 6.5 cm within 0.5 m and a 15.3 cm error within 1 m, which validates Trackoffs suitability for cross-device interactions.",2,60.5263157895
UIST,7ac6b9df1dadc0d8b5dc5df0badc19ca16411cb0,UIST,2010,OnObject: gestural play with tagged everyday objects,"Keywon Chung, Michael Shilman, Chris Merrill, Hiroshi Ishii","1811557, 2139615, 2694597, 1749649","Many Tangible User Interface (TUI) systems employ sensor-equipped physical objects. However they do not easily scale to users' actual environments; most everyday objects lack the necessary hardware, and modification requires hardware and software development by skilled individuals. This limits TUI creation by end users, resulting in inflexible interfaces in which the mapping of sensor input and output events cannot be easily modified reflecting the end user's wishes and circumstances. We introduce OnObject, a small device worn on the hand, which can program physical objects to respond to a set of gestural triggers. Users attach RFID tags to situated objects, grab them by the tag, and program their responses to grab, release, shake, swing, and thrust gestures using a built-in button and a microphone. In this paper, we demonstrate how novice end users including preschool children can instantly create engaging gestural object interfaces with sound feedback from toys, drawings, or clay.",12,66.8604651163
