venue,id,venue,year,title,authors,author_ids,abstract,cites,conferencePercentile
VisSym,0808e3bc57cffd20894d50daa132fca023c5981b,VisSym,2000,Very Large Scale Visualization Methods for Astrophysical Data,"Andrew J. Hanson, Chi-Wing Fu, Eric A. Wernert","1730461, 1699457, 2685715","We address the problem of interacting with scenes that contain a very large range of scales. Computer graphics environments normally deal with only a limited range of orders of magnitude before numerical error and other anomalies begin to be apparent, and the effects vary widely from environment to environment. Applications such as astrophysics, where a single scene could in principle contain visible objects from the subatomic scale to the intergalactic scale, provide a good proving ground for the multiple scale problem. In this context, we examine methods for interacting continuously with simultaneously active astronomical data sets ranging over 40 or more orders of magnitude. Our approach relies on utilizing a single scale of order 1.0 for the definition of all data sets. Where a single object, like a planet or a galaxy, may require moving in neighborhoods of vastly different scales, we employ multiple scale representations for the single object; normally, these are sparse in all but a few neighborhoods. By keying the changes of scale to the pixel size, we can restrict all data set scaling to roughly three orders of magnitude. Navigation problems are solved by designing constraint spaces that adjust properly to the large scale changes, keeping navigation sensitivity at a relatively constant speed in the user's screen space.",10,60.0
VisSym,d4e2f70fb30efd20b53e5d756e4f4329f57c21cd,VisSym,2001,Adaptive Volume Rendering using Fuzzy Logic Control,"Xinyue Li, Han-Wei Shen","3144279, 1678556","This paper presents an automatic error tolerance specification system to control the performance of hierarchical volume rendering. Rather than requiring the user to provide an explicit error tolerance numerically, we let the user to specify only the target rendering speed. Our system can then calculate an appropriate error tolerance adaptively to satisfy the user's performance goal. The system is realized using fuzzy logic control, which enables run-time adaptation based on iterative feedback control and knowledge acquired from past experience. We describe the process of constructing the fuzzy logic control system, and show that the system can successfully steer the performance of volume rendering.",7,44.8275862069
VisSym,477b33e52be7e9842fc3b6028a47629532aa19de,VisSym,2004,Boundary Switch Connectors for Topological Visualization of Complex 3D Vector Fields,"Tino Weinkauf, Holger Theisel, Hans-Christian Hege, Hans-Peter Seidel","1730185, 1728378, 1740450, 1746884","One of the reasons that topological methods have a limited popularity for the visualization of complex 3D flow fields is the fact that their topological structures contain a number of separating stream surfaces. Since these stream surfaces tend to hide each other as well as other topological features, for complex 3D topologies the visualizations become cluttered and hardly interpretable. One solution of this problem is the recently introduced concept of saddle connectors which treats separation surfaces emanating from critical points. In this paper we extend this concept to separation surfaces starting from boundary switch curves. This way we obtain a number of particular stream lines called boundary switch connectors. They connect either two boundary switch curves or a boundary switch curve with a saddle. We discuss properties and computational issues of boundary switch connectors and apply them to topologically complex flow data.",35,83.3333333333
VisSym,c921ff94dd08c7a83fd69cd1c6b83977cb9491fc,VisSym,2003,Hardware-assisted View-dependent Isosurface Extraction using Spherical Partition,"Jinzhu Gao, Han-Wei Shen","2704672, 1678556","Extracting only the visible portion of an isosurface can improve both the computation efficiency and the rendering speed. However, the visibility test overhead can be quite high for large scale data sets. In this paper, we present a view-dependent isosurface extraction algorithm utilizing occlusion query hardware to accelerate visible isosurface extraction. A spherical partition scheme is proposed to traverse the data blocks in a layered front-to-back order. Such traversal order helps our algorithm to identify the visible isosurface blocks more quickly with fewer visibility queries. Our algorithm can compute a more complete isosurface in a smaller amount of time, and thus is suitable for time-critical visualization applications.",11,55.5555555556
VisSym,2ed6508525d1c13f901d8b7e803fa17fce1fec00,VisSym,2004,Efficient Isosurface Tracking Using Precomputed Correspondence Table,"Guangfeng Ji, Han-Wei Shen","2483924, 1678556","Feature tracking is a useful method for visualizing and analyzing time-varying scalar fields. It allows scientists to focus on regions of interest and track their evolution and interaction over time. To allow the user to freely explore the data set, features must be tracked in an efficient manner. In this paper, we present an efficient time-varying isosurface tracking algorithm. Unlike the previous algorithms which compute the corresponding isosurface components in the adjacent time steps by performing expensive computation at run time, our algorithm can rapidly identify corresponding isosurfaces by performing simple table lookup operations. This table, called the correspondence lookup table, can be computed at a preprocessing stage. The idea behind our approach is that the correspondence relationship can only change at critical isovalues in R<sup>3</sup> or R<sup>4</sup> and remains unchanged between adjacent pairs of critical isovalues. With our algorithm, isosurfaces can be tracked in an efficient manner with minimal overhead.",12,58.3333333333
VisSym,70d6860faf51547dad9f9980f67b47ee59f3a4d4,VisSym,1999,Efficiently Rendering Large Volume Data Using Texture Mapping Hardware,"Xin Tong, Wenping Wang, Wai Wan Tsang, Zesheng Tang","1743927, 1698520, 3169752, 1756562","Volume rendering with texture mapping hardware is a fast volume rendering method available on high-end workstations. However, limited texture memory often prevents the method from being used to render large volume data efficiently. In this paper, we propose a new approach to fast rendering of large volume data with texture mapping hardware. Based on a new volume-loading pipeline, the volume data is preprocessed in such a way that only the volume data that contains object voxels are loaded into texture memory and resampled for rendering. Moreover, if classification threshold is changed, our algorithm classifies and processes the raw volume data accordingly nearly in real time. Our tests show that about 40% to 60% rendering time is saved in our method for large volume data.",12,58.3333333333
VisSym,cf7d30a62c0bd252f491585b58d8257e7cbec8a1,VisSym,1999,Visualization by Examples: Mapping Data to Visual Representations using Few Correspondences,"Marc Alexa, Wolfgang Müller","1751554, 1722084",In this paper we propose a new approach for the generation of visual scales for the visualization of scalar and multivariate data. Based on the speciication of only a few correspondences between the data set and elements of a space of visual representations complex visualization mappings are produced. The foundation of this approach is the introduction of a multidimensional space of visual representations. The mapping between these spaces can be deened by approximating or satisfying the user deened relations between data values and visual atributes.,2,11.1111111111
VisSym,a182acd52c54676378ff3ee64d897e7c7a1af2d6,VisSym,2002,View-Dependent Multiresolution Splatting of Non-Uniform Data,"Justin Jang, William Ribarsky, Chris Shaw, Nickolas Faust","1699821, 1691078, 1698197, 1704087","This paper develops an approach for the splat-based visualization of large scale, non-uniform data. A hierarchical structure is generated that permits detailed treatment at the leaf nodes of the non-uniform distribution. A set of levels of detail (LODs) are generated based on the levels of the hierarchy. These yield two metrics, one in terms of the spatial extent of the bounding box containing the splat and one in terms of the variation of the scalar field over this box. The former yields a view-dependent choice of LODs while the latter yields a view-independent LOD based on the field variation. To show the utility of this general approach it is applied to a set of application data for a whole earth environment and some test data. Performance results are given.",27,72.0
VisSym,dca7cf29c27056c9f08d6ae64df9aba4bcb91145,VisSym,2001,Visualization of directed associations in e-commerce transaction data,"Ming C. Hao, Umeshwar Dayal, Meichun Hsu, Thomas C. Sprenger, Markus H. Gross","1701061, 1725067, 1705276, 2459964, 1743207","Many real-world e-commerce applications require the mining of large volumes of transaction data to extract marketing and sales information. This paper describes the Directed Association Visualization (DAV) system that visually associates product affinities and relationships for large volumes of e-commerce transaction data. DAV maps transaction data items and their relationships to vertices, edges, and positions on a visual spherical surface. DAV encompasses several innovative techniques (1) items are positioned according to their associations to show the strength of their relationships; (2) edges with arrows are used to represent the implication directions; (3) a mass-spring engine is integrated into a visual data mining platform to provide a self-organized graph. We have applied this system successfully to market basket analysis and e-customer profiling Internet applications.",15,63.7931034483
VisSym,e09b58638d102f7f34ae969b7009651542f0a438,VisSym,2003,A Robust Level-Set Algorithm for Centerline Extraction,"Alexandru Telea, Anna Vilanova","1686665, 1704688","We present a robust method for extracting 3D centerlines from volumetric datasets. We start from a 2D skeletonization method to locate voxels centered with respect to three orthogonal slicing directions. Next, we introduce a new detection criterion to extract the centerline voxels from the above skeletons, followed by a thinning, reconnection, and a ranking step. Overall, the proposed method produces centerlines that are object-centered, connected, one voxel thick, robust with respect to object noisiness, handles arbitrary object topologies, comes with a simple pruning threshold, and is fast to compute. We compare our results with two other methods on a variety of real-world datasets.",23,77.7777777778
VisSym,5e214d350dc7b385e96e96b93a9ee59004e877b9,VisSym,2000,Case Study: Resource Steering in a Visualization System,"Ed Huai-hsin Chi, John Riedl","1730922, 8497382","Visual computational steering environments extend traditional visual-ization environments by enabling the user to interactively steer the computations applied to the data. In this paper, we develop a new type of computational steering. "" Resource steering "" extends current visual steering techniques by providing machine resource estimation and control to the user. With resource steering, the user controls the execution of the computation on a parallel or distributed computer based on experimentally or theoretically derived estimates of the parallel performance of the computation. We demonstrate this extended steering model by applying it to an information visualization system that analyzes genetic sequence similarity reports. We show how our extended steering model enhances the user's ability to control visualization computations.",0,5.0
VisSym,61e987591d6442796db86dd5558601a4b6719b5a,VisSym,2002,A Continuous Skeletonization Method Based on Level Sets,"Martin Rumpf, Alexandru Telea","1747324, 1686665","A robust and efficient method in 2D and 3D for the calculation of skeletons for arbitrary objects is presented. The method is based on the calculation of the distance function with respect to the object boundary. This is combined, in a post processing step, with a new indicator to identify the skeleton, which coincides with the singularity set of the distance map. The indicator is defined as a suitable function of certain local momenta of this distance map and allows a robust and accurate computation of the distance from the skeleton set. This distance is then extended, again via the level set method, onto the whole space. Several applications in 2D and 3D are presented.",23,58.0
VisSym,c0147b41048540b8cb461da8216cbc565dca050e,VisSym,2000,Squarified Treemaps,"Mark Bruls, Cornelis Huizing, Jarke J. van Wijk","2294916, 2611787, 1709060","An extension to the treemap method for the visualization of hierarchical information, such as directory structures and organization structures, is presented. The standard treemap method often gives thin, elongated rectangles. As a result, rectangles are difficult to compare and to select. A new method is presented to generate layouts in which the rectangles approximate squares. To strenghten the visualization of the structure, shaded frames are used around groups of related nodes.",36,90.0
VisSym,3c00bf3d2f2c5032c42db6950885c257ddee0163,VisSym,2000,SMARTLINK: An Agent for Supporting Dataflow Application Construction,"Alexandru Telea, Jarke J. van Wijk","1686665, 1709060","Visual programmable dataaow systems are an eeective way to build a large class of visualization applications from existing software modules. However, the appeal of dataaow systems is often decreased as their users have to get familiar with libraries containing hundreds of different modules. Classical documentation systems such a s h ypertext or example suites are not always eeective, as they lack the context of the user's questions and problems. We present a new visual dataaow programming assistant that is simple to use, ooers context-sensitive help derived from the user's own behavior, and smoothly integrates in the eeective point-and-click visual programming metaphor. We illustrate our approach with real-life usage examples.",9,55.0
VisSym,ad044343a143a76f6ab4a9df1a436ef29eec149c,VisSym,2001,Visualization of Generalized Voronoi Diagrams,"Alexandru Telea, Jarke J. van Wijk","1686665, 1709060","Voronoi diagrams are an important data structure in computer science. However well studied mathematically, understanding such diagrams for different metrics, orders, and site shapes is a complex task. We propose a new method to visualize k-order diagrams and give an efficient adaptive implementation for this method. The algorithm is easy to customize for different metrics and site shapes. Its real-time performance makes it suitable for interactive planning and analysis of complex Voronoi configurations in 2D. We illustrate the method for different combinations of metrics and site shapes.",5,29.3103448276
VisSym,63e7b86a9ee5ab8326d87d057dc69d1c044f3abf,VisSym,2002,An Augmented Fast Marching Method for Computing Skeletons and Centerlines,"Alexandru Telea, Jarke J. van Wijk","1686665, 1709060","We present a simple and robust method for computing skeletons for arbitrary planar objects and centerlines for 3D objects. We augment the Fast Marching Method (FMM) widely used in level set applications 11 by computing the paramterized boundary location every pixel came from during the boundary evolution. The resulting parameter field is then thresholded to produce the skeleton branches created by boundary features of a given size. The presented algorithm is straightforward to implement, has low memory costs and short execution times, and is robust with respect to the used threshold and initial shape noisiness. The produced skeletons are very similar to the ones delivered by more complex algorithms. Various 2D and 3D applications are presented.",69,100.0
VisSym,53212c53b6080d2a9832652131df852cd9390b6f,VisSym,2004,Case Study: Visualization of annotated DNA sequences,"Tim H. J. M. Peeters, Huub van de Wetering, Mark W. E. J. Fiers, Jarke J. van Wijk","2518670, 1685989, 8309036, 1709060","DNA sequences and their annotations form ever expanding data sets. Proper explorations of such data sets require new tools for visualization and analysis. In this case study, we have defined the requirements for a visualization tool for annotated DNA sequences. We have implemented these requirements in a new and flexible tool for browsing and comparing annotated DNA sequences interactively and in real-time. The use of standard information visualization techniques, such as linked windows, perspective walls, and smooth interaction, enables genome researchers to obtain better insight in large DNA data sets in an effective, efficient, and attractive way.",4,29.1666666667
VisSym,6d869286713e8851c0ded7f413e11c99e8b4d11c,VisSym,2004,Software Landscapes: Visualizing the Structure of Large Software Systems,"Michael Balzer, Andreas Noack, Oliver Deussen, Claus Lewerentz","2034021, 1943843, 1850438, 3204437",Modern object-oriented programs are hierarchical systems with many thousands of interrelated subsystems. Visualization helps developers to better comprehend these large and complex systems. This paper presents a three-dimensional visualization technique that represents the static structure of object-oriented programs using landscape-like distributions of three-dimensional objects on a two-dimensional plane. The familiar landscape methaphor facilitates intuitive navigation and comprehension. The visual complexity is reduced by adjusting the transparency of object surfaces to the distance of the viewpoint. An approach called Hierarchical Net is proposed for a clear representation of the relationsships between the subsystems.,29,75.0
VisSym,affa359d273578295f275b290510bf03ad8622bc,VisSym,2004,Medical Applications of Multi-field Volume Rendering and VR Techniques,"Joe Michael Kniss, Jürgen P. Schulze, Uwe Wössner, Peter Winkler, Ulrich Lang, Charles D. Hansen","2148225, 1700671, 3111096, 1707995, 1711525, 1782141","This paper reports on a new approach for visualizing multi-field MRI or CT datasets in an immersive environment with medical applications. Multi-field datasets combine multiple scanning modalities into a single 3D, multivalued, dataset. In our approach, they are classified and rendered using real-time hardware accelerated volume rendering, and displayed in a hybrid work environment, consisting of a dual power wall and a desktop PC. For practical reasons in this environment, the design and use of the transfer functions is subdivided into two steps, classification and exploration. The classification step is done at the desktop, taking advantage of the 2D mouse as a high accuracy input device. The exploration process takes place on the powerwall. We present our new approach, describe the underlying implementation issues, report on our experiences with different immersive environments, and suggest ways it can be used for collaborative medical diagnosis and treatment planning.",19,69.4444444444
VisSym,487845a32cdc8c4e941fb1702779bd9ea047f3f7,VisSym,2002,Speech and Gesture Multimodal Control of a Whole Earth 3D Visualization Environment,"David M. Krum, Olugbenga Omoteso, William Ribarsky, Thad Starner, Larry F. Hodges","2962868, 2099352, 1691078, 1738894, 1710833","A growing body of research shows several advantages to multimodal interfaces including increased expressiveness, flexibility, and user freedom. This paper investigates the design of such an interface that integrates speech and hand gestures. The interface has the additional property of operating relative to the user and can be used while the user is in motion or standing at a distance from the computer display. The paper then describes an implementation of the multimodal interface for a whole Earth 3D visualization which presents navigation interface challenges due to the large magnitude of scale and extended spaces that are available. The characteristics of the multimodal interface are examined, such as speed, recognizability of gestures, ease and accuracy of use, and learnability under likely conditions of use. This implementation shows that such a multimodal interface can be effective in a real environment and sets some parameters for the design and use of such interfaces.",29,80.0
VisSym,44b930ce9a072ec4da3535efbb6f99957f6e912e,VisSym,2001,Three-dimensional Reconstruction and Visualization of the Cerebral Cortex in Primates,"Sergio Demelio, Fabio Bettio, Enrico Gobbetti, Giuseppe Luppino","2938648, 1760313, 1708999, 2062630",We present a prototype interactive application for the direct analysis in three dimensions of the cerebral cortex in primates. The paper provides an overview of the current prototype system and presents the techniques used for reconstructing the cortex shape from data derived from histological sections as well as for rendering it at interactive rates. Results are evaluated by discussing the analysis of the right hemisphere of the brain of a macaque monkey used for neuroanatomical tract-tracing experiments.,2,12.0689655172
VisSym,dd6bb511fb1cafdf5ca95609bfa5337a368d1cdf,VisSym,2003,Vector field visualization using Markov Random Field texture synthesis,"Francesca Taponecco, Marc Alexa","1940365, 1751554",Vector field visualization generates an image to convey the information existing in the data. We use Markov Random Field texture synthesis methods to generate the visualization from a set of example textures. The examples textures are chosen according to the vector data for each pixel of the output. This leads to dense visualizations with arbitrary example textures.,16,61.1111111111
VisSym,18c5f8c3f3d0904103bb94a69adbe105b5c14c28,VisSym,2002,Useful Properties of Semantic Depth of Field for Better F+C Visualization,"Robert Kosara, Silvia Miksch, Helwig Hauser","1774937, 1692521, 1699740","This paper presents the results of a thorough user study that was performed to assess some features and the general usefulness of Semantic Depth of Field (SDOF). Based on these results, concrete hints are given on how SDOF can be used for visualization. SDOF was found to be a very effective means for guiding the viewer's attention and for giving him or her a quick overview of a data set. It can also very quickly be perceived, and therefore provides an efficient visual channel. Semantic Depth of Field is a focus+context (F+C) technique that uses blur to point the user to the most relevant objects. It was inspired by the depth of field (DOF) effect in photography, which serves a very similar purpose.",23,58.0
VisSym,2beb6697831f81bdc579fc6b26bc430e8e0cf737,VisSym,2003,Accelerated Force Computation for Physics-Based Information Visualization,"Ming C. Hao, Umeshwar Dayal, Daniel Cotting, Thomas Holenstein, Markus H. Gross","1701061, 1725067, 2225147, 2785242, 1743207","Visualization of similarity is an emerging technique for analyzing relation-based data sets. A common way of computing the respective layouts in an information space is to employ a physics-based mass-spring system. Force computation, however, is costly and of order N 2. In this paper, we propose a new acceleration method to adopt a well-known optimized force-computation algorithm which drastically reduces the computation time to the order of N log N. The basic idea is to derive a two-pass, "" prediction and correction "" procedure including a customized potential function. We have applied this method to two different applications: web access and sales analysis. Both demonstrate the efficiency and versatility of the presented method.",2,19.4444444444
VisSym,47d7470e84eece12dcf2097300658b4305b64585,VisSym,1999,Efficient Ray Intersection for Visualization and Navigation of Global Terrain using Spheroidal Height-Augmented Quadtrees,"Zachary Wartell, William Ribarsky, Larry F. Hodges","2656827, 1691078, 1710833","We present an algorithm for eeciently computing ray intersections with multi-resolution global terrain partitioned by spheroidal height-augmented quadtrees. While previous methods support terrain deened on a Cartesian coordinate system, our methods support terrain deened on a two-parameter ellipsoidal coordinate system. This curvilin-ear system is necessary for an accurate model of global terrain. Supporting multi-resolution terrain and quadtrees on this curvilinear coordinate system raises a surprising number of complications. We describe the complexities and present solutions. The nal algorithm is suited for interactive terrain selection, collision detection and simple LOS (line-of-site) queries on global terrain.",5,27.7777777778
VisSym,e42c8755fc1a499cc8e073b08666454c9d76b7d7,VisSym,2002,Visualization of Large Web Access Data Sets,"Ming C. Hao, Pankaj K. Garg, Umeshwar Dayal, Vijay Machiraju, Daniel Cotting","1701061, 1784642, 1725067, 2541722, 2225147","visual clustering, data access, mass-spring, relationships, web transactions Many real-world e-service applications require analyzing large volumes of transaction data to extract web access information. This paper describes Web Access Visualization (WAV) a system that visually associates the affinities and relationships of clients and URLs for large volumes of web transaction data. To date, many practical research projects have shown the usefulness of a physics-based mass-spring technique to layout data items with close relationships onto a graph. The WAV system: (1) maps transaction data items (clients, URLs) and their relationships to vertices, edges, and positions on a 3D spherical surface; (2) encapsulates a physics-based engine in a visual data analysis platform; and (3) employs various content sensitive visual techniques-linked multiple views, layered drill-down, and fade in/out-for interactive data analysis. We have applied this system to a web application to analyze web access patterns and trends. The web service quality has been greatly benefited from using the information provided by WAV. Abstract Many real-world e-service applications require analyzing large volumes of transaction data to extract web access information. This paper describes Web Access Visualization (WAV) a system that visually associates the affinities and relationships of clients and URLs for large volumes of web transaction data. To date, many practical research projects have shown the usefulness of a physics-based mass-spring technique to layout data items with close relationships onto a graph. The WAV system: (1) maps transaction data items (clients, URLs) and their relationships to vertices, edges, and positions on a 3D spherical surface; (2) encapsulates a physics-based engine in a visual data analysis platform; and (3) employs various content sensitive visual techniques-linked multiple views, layered drill-down, and fade in/out-for interactive data analysis. We have applied this system to a web application to analyze web access patterns and trends. The web service quality has been greatly benefited from using the information provided by WAV.",4,12.0
VisSym,697bb3de61580540d7fab27d1396b2a08296c0d7,VisSym,2002,An Open Toolkit for Prototyping Reverse Engineering Visualizations,"Alexandru Telea, Alessandro Maccari, Claudio Riva","1686665, 7588388, 2719460","Maintenance and evolution of complex software systems (such as mobile telephones) involves activities such as reverse engineering (RE) and software visualization. Although several RE tools exist, we found their architecture hard to adapt to the domain and problem specific requirements posed by our current practice in Nokia. In this paper, we present an open architecture which allows easy prototyping of RE data exploration and visualization scenarios for a large range of domain models. We pay special attention to the visual and interactive requirements of the reverse engineering process. We compare our toolkit with other existing reverse engineering visual tools and outline the differences.",28,76.0
VisSym,89d5743df99505e1a3476b9f4ada7b6e66715a13,VisSym,2002,Octreemizer: A Hierarchical Approach for Interactive Roaming Through Very Large Volumes,"John Plate, Michael Tirtasana, Rhadamés Carmona, Bernd Fröhlich","1812592, 2404062, 2044278, 5399927",We have developed a hierarchical paging scheme for handling very large volumetric data sets at interactive frame rates. Our system trades texture resolution for speed and uses effective prediction strategies. We have tested our approach for datasets with up to 16GB in size and show that it works well with less than 500MB of main memory. Our approach makes it feasible to deal with these volumes on desktop machines.,17,40.0
