venue,id,venue,year,title,authors,author_ids,abstract,cites,conferencePercentile
UbiComp,20582e3c30d02d39cfb4c62fffe7d5400b25377b,UbiComp,2010,Phi2: Exploring Physical Check-ins for Location-based Services,"Sebastian Büttner, Henriette Cramer, Mattias Rost, Nicolas Belloni, Lars Erik Holmquist","2874450, 3297637, 2043689, 2303109, 1696081",This paper presents the &#966;<sup>2</sup> ('Phi-square') Scanner and &#966;<sup>2</sup> Barcode Generator -- an exploration of physical check-ins for location-based services. The system uses 2D barcodes to retrieve and share semantic location information. Users can scan barcodes at venues that activate a location-based application with the corresponding venue page. This system overcomes problems arising when users have to select their location manually. We expect an enhanced user experience using physical artefacts in location-based services.,5,51.3636363636
UbiComp,5e5addb816da61b7c91267fa5d80d25a2dc44bd5,UbiComp,2010,"Research in the large. using app stores, markets, and other wide distribution channels in Ubicomp research","Henriette Cramer, Mattias Rost, Nicolas Belloni, Frank Bentley, Didier Chincholle","3297637, 2043689, 2303109, 2634413, 2705922","The mobile phones that people use in their daily lives now run advanced applications and come equipped with sensors once only available in custom hardware in UbiComp research. At the same time application distribution has become increasingly simple due to the proliferation of app stores and the like. Evaluation and research methods have to be adapted to this new context to get the best data and feedback from wide audiences. However, an overview of successful strategies to overcome research challenges inherent to wide deployment is not yet available. App store platform characteristics, devices, reaching target users, new types of evaluation data and dynamic, heterogeneous usage contexts have to be dealt with. This workshop provides a forum for researchers and developers to exchange experiences and strategies for wide distribution of applications. We aim at building an understanding of the opportunities of various distribution channels and obstacles involved in a research context.",13,74.5454545455
UbiComp,68c79eea06fb4009f2eea22d80d2fd53f46822e6,UbiComp,2015,Visualization of time-series sensor data to inform the design of just-in-time adaptive stress interventions,"Moushumi Sharmin, Andrew Raij, David Epstien, Inbal Nahum-Shani, J. Gayle Beck, Sudip Vhaduri, Kenzie Preston, Santosh Kumar","2782157, 3056335, 2852612, 2397843, 2769433, 2989357, 2254931, 1736293","We investigate needs, challenges, and opportunities in visualizing time-series sensor data on stress to inform the design of just-in-time adaptive interventions (JITAIs). We identify seven key challenges: massive volume and variety of data, complexity in identifying stressors, scalability of space, multifaceted relationship between stress and time, a need for representation at multiple granularities, inter-person variability, and limited understanding of JITAI design requirements due to its novelty. We propose four new visualizations based on one million minutes of sensor data (n=70). We evaluate our visualizations with stress researchers (n=6) to gain first insights into its usability and usefulness in JITAI design. Our results indicate that spatio-temporal visualizations help identify and explain between- and within-person variability in stress patterns and contextual visualizations enable decisions regarding the timing, content, and modality of intervention. Interestingly, a granular representation is considered informative but noise-prone; an abstract representation is the preferred starting point for designing JITAIs.",5,69.3277310924
UbiComp,51a566e98f1df3d852c5dbdb5fdd948d7a92806d,UbiComp,2015,Boredom-computer interaction: boredom proneness and the use of smartphone,"Aleksandar Matic, Martin Pielot, Nuria Oliver","1750731, 2884328, 1692808","Mobile technology is becoming a loyal companion in our lives. It is used for increasing amounts of time during the day and night, enabling the development of intelligent user interfaces that characterize their users' traits and adapt to them. In this paper, we show how an individual's tendency to experience boredom, <i>i.e</i>. the personal trait called <i>boredom proneness</i>, affects the use of technology -- specifically a smartphone. We develop machine learning models to automatically classify individuals into high/low boredom proneness from their typical daily patterns of smartphone use. We thus propose <i>boredom proneness</i> as a trait with high potential to enable the design of personalized mobile services that are more meaningful to their users.",4,62.6050420168
UbiComp,f554db53c0579f6fae7d61df5975a3ccb2dc0643,UbiComp,2003,Context-Aware Computing with Sound,"Anil Madhavapeddy, David J. Scott, Richard Sharp","3235603, 2397860, 5666939","We propose audio networking: using ubiquitously available sound hardware (i.e. speakers, sound-cards and microphones) for low-bandwidth, wireless networking. A variety of location-and context-aware applications that use audio networking are presented including a location system, a pick-and-drop interface and a framework for embedding digital attachments in voice notes or telephone conversations. Audio networking has a number of interesting characteristics that differentiate it from existing wireless networking technologies: (i) it offers fine-grained control over the range of transmission (since audio APIs allow fine-grained volume adjustment); (ii) walls of buildings are typically designed specifically to attenuate sound waves so one can easily contain transmission to a single room; (iii) it allows existing devices that record or play audio to be "" brought into the user interface "" ; and (iv) it offers the potential to unify device-to-device and device-to-human communication.",23,33.3333333333
UbiComp,280add463a57677ec38ab879b283e8745d218cc9,UbiComp,2010,Geolocation in the mobile web browser,"Mattias Rost, Henriette Cramer, Nicolas Belloni, Lars Erik Holmquist","2043689, 3297637, 2303109, 1696081","Current mobile browser capabilities make it possible to quickly develop advanced mobile location based services without having to write device specific software, or build custom hardware. We here describe three web applications exploring using location within mobile browsers (T&#229;gAlong, NearMe and LocalURL). These explorations show clear potential for using geolocation in the web browser in order to reach a larger user base, with a greater variety of devices, thus allowing for UbiComp researchers to explore the effects of specific services and applications on a larger scale. We discuss the services, as well as the potential and challenges with using the user's location directly in the browser.",2,35.0
UbiComp,43572b5ecf0e1cf004271abf2657ea3e9f910ada,UbiComp,2015,Mining consumer impulsivity from offline and online behavior,"Fuzheng Zhang, Nicholas Jing Yuan, Kai Zheng, Defu Lian, Xing Xie, Yong Rui","2642200, 2123146, 1709242, 1862782, 1687677, 1728806","Consumer impulsivity is a psychological feature characterizing the impulsive buying tendency. In this paper, by bridging consumer behavior with perceived stimuli on social networks, we present a computational framework, termed Consumer Impulsivity Model (<b>CIM</b>), for exploring a consumer's impulsivity in both offline and online context: consumption-related location visit indicating consumption patterns in the physical realm, and online shopping behavior indicating economic activities on the Internet. To demonstrate the effectiveness of <b>CIM</b>, we conduct extensive experiments, with a large dataset we have collected from thousands of consumers. The results show that 1) for 103 subjects, the inferred consumer impulsivity has a positive Pearson correlation with survey results in the situation of product and product category, respectively. 2) females inferred impulsivity is higher than males on average in the situation of product and product category, respectively. Age has a negative Pearson correlation with inferred impulsivity in the situation of POI, POI category and product category, respectively. 3) for next behavior prediction, our model defeats several presented baselines. These results suggest that our framework CIM offers a powerful paradigm for 1) presenting an effective measurement for consumer impulsivity. 2) uncovering the correlation between consumer impulsivity and demographic factors and 3) revealing that the introduction of impulsivity is effective in predicting consumer behavior.",1,18.487394958
UbiComp,0a002ffb3172a69986786ca496890ad0468e7dc3,UbiComp,2011,"2nd Workshop on Research in the Large. Using App Stores, Wide Distribution Channels and Big Data in Ubicomp Research","Henriette Cramer, Mattias Rost, Frank Bentley, David A. Shamma","3297637, 2043689, 2634413, 1760364","With the proliferation of app stores and the advancement of mobile devices, research that might have only been tested with a dozen participants in the past can now be released to millions. This offers huge opportunities, but also requires adaptations of existing methods in dealing with large deployments and making sense of large data sets. This workshop provides a forum for researchers to exchange experiences and strategies for wide distribution of applications as well as gathering and analyzing large scale data sets.",2,44.0
UbiComp,5ebb008a88c94806679b068d90cdcaa01e1e3ddf,UbiComp,2003,Very Low-Cost Sensing and Communication Using Bidirectional LEDs,"Paul H. Dietz, William S. Yerazunis, Darren Leigh","1805795, 5135329, 1786108","A novel microprocessor interface circuit is described which can alternately emit and detect light using only an LED, two digital I/O pins and a single current limiting resistor. This technique is first applied to create a smart illumination system that uses a single LED as both light source and sensor. We then present several devices that use an LED as a generic wireless serial data port. An important implication of this work is that every LED connected to a microprocessor can be thought of as a wireless two-way communication port. We present this technology as a solution to the "" last centimeter problem "" , because it permits disparate devices to communicate with each other simply and cheaply with minimal design modification. This work may not be copied or reproduced in whole or in part for any commercial purpose. Permission to copy in whole or in part without payment of fee is granted for nonprofit educational and research purposes provided that all such whole or partial copies include the following: a notice that such copying is by permission of Mitsubishi Electric Research Laboratories, Inc.; an acknowledgment of the authors and individual contributions to the work; and all applicable portions of the copyright notice. Copying, reproduction, or republishing for any other purpose shall require a license with payment of fee to Abstract. A novel microprocessor interface circuit is described which can alternately emit and detect light using only an LED, two digital I/O pins and a single current limiting resistor. This technique is first applied to create a smart illumination system that uses a single LED as both light source and sensor. We then present several devices that use an LED as a generic wireless serial data port. An important implication of this work is that every LED connected to a microprocessor can be thought of as a wireless two-way communication port. We present this technology as a solution to the "" last centimeter problem "" , because it permits disparate devices to communicate with each other simply and cheaply with minimal design modification.",40,58.3333333333
UbiComp,05b58a75c50f72a6eedb74e158b53d0114e25481,UbiComp,2011,MixPad: augmenting interactive paper with mice & keyboards for fine-grained cross-media interaction with documents,"Chunyuan Liao, Qiong Liu","2686363, 1794500","This demo shows an interactive paper system called MixPad, which features using mice and keyboards to enhance the conventional pen-finger-gesture based interaction with paper documents. Similar to many interactive paper systems, MixPad adopts a mobile camera-projector unit to recognize paper documents, detect pen and finger gestures and provide visual feedback. Unlike these systems, MixPad allows using mice and keyboards to help users interact with fine-grained document content on paper (e.g. individual words and user-defined arbitrary regions), and to facilitate cross-media operations. For instance, to copy a document segment from paper to a laptop, one first points a finger of her non-dominant hand to the segment roughly, and then uses a mouse in her dominant hand to refine the selection and drag it to the laptop; she can also type text as a detailed comment on a paper document. This novel interaction paradigm combines the advantages of mice, keyboards, pens and fingers, and therefore enables rich digital functions on paper.",0,12.8
UbiComp,b1a710de987752d428993f7e2dfd0720cc44cc76,UbiComp,2012,"Detection, classification and visualization of place-triggered geotagged tweets","Shinya Hiruta, Takuro Yonezawa, Marko Jurmu, Hideyuki Tokuda","2336112, 1739805, 1707501, 1700496","This paper proposes and evaluates a method to detect and classify tweets that are triggered by places where users locate. Recently, many related works address to detect real world events from social media such as Twitter. However, geotagged tweets often contain noise, which means tweets which are not content-wise related to users' location. This noise is problem for detecting real world events. To address and solve the problem, we define the <i>Place-Triggered Geotagged Tweet</i>, meaning tweets which have both geotag and content-based relation to users' location. We designed and implemented a keyword-based matching technique to detect and classify place-triggered geotagged tweets. We evaluated the performance of our method against a ground truth provided by 18 human classifiers, and achieved 82% accuracy. Additionally, we also present two example applications for visualizing place-triggered geotagged tweets.",4,62.4423963134
UbiComp,3773008dee723983f7f2dc655599c9e528cc9abf,UbiComp,2012,Phone-based gait analysis to detect alcohol usage,"Hsin-Liu Cindy Kao, Bo-Jhang Ho, Allen C. Lin, Hao-Hua Chu","2649998, 2700864, 2280999, 1698140","This study proposes a phone-based system to detect the gait anomalies of a person waking under the influence of alcohol. This phone-based system can sense a person's alcohol usage and record the location/time context. This data can help identify problem drinking behaviors, such as drinking before work or before driving.",2,48.6175115207
UbiComp,812e54cc40816a7a80d79db5c5602a2a571d323a,UbiComp,2012,LBSNRank: personalized pagerank on location-based social networks,"Zhaoyan Jin, Dian-xi Shi, Quanyuan Wu, Huining Yan, Hua Fan","2665215, 7581953, 2810462, 1979169, 2198384","Different from traditional social networks, the location-based social networks allow people to share their locations according to location-tagged user-generated contents, such as checkins, trajectories, text, photos, etc. In location-based social networks, which are based on users' checkins, people could share his or her location according to checkin while visiting around. However, people's locations change frequently and the rankings of people change dynamically too, which makes ranking on graphs a challenging work. To address this challenge, we propose the LBSNRank algorithm on graphs with nodes whose contents change dynamically. To validate our algorithm on real datasets, we have crawled and analyzed a dataset from the Dianping website. Experiments on this real dataset show that our LBSNRank algorithm performs better than traditional personalized PageRank in efficiency.",4,62.4423963134
UbiComp,1afe28afc72c71a3cadd3e7665b47175aeb2b8dc,UbiComp,2008,Localization in mobile ad hoc networks using cumulative route information,"Jahyoung Koo, Jiyoung Yi, Hojung Cha","1847232, 2599533, 1694711","Discovering the location of the mobile nodes carried by people is important issue for many sensor applications. Several localization techniques have been proposed, but human mobility patterns and collaboration between mobile nodes have been seldom considered. In this paper, we propose a mobile node localization system based on collaboration and route information that characterizes human mobility. To validate the feasibility of our approach, the proposed system is implemented and experiments are conducted on real routes and to evaluate various scenarios, simulation experiment was also conducted.",4,3.57142857143
UbiComp,8a28618fd44c8f4d8d07e366dde4a3107ec8215b,UbiComp,2014,MaLoc: a practical magnetic fingerprinting approach to indoor localization using smartphones,"Hongwei Xie, Tao Gu, XianPing Tao, Haibo Ye, Jian Lu","1904016, 8001595, 1689557, 7275375, 3782814","Using magnetic field data as fingerprints for localization in indoor environment has become popular in recent years. Particle filter is often used to improve accuracy. However, most of existing particle filter based approaches either are heavily affected by motion estimation errors, which makes the system unreliable, or impose strong restrictions on smartphone such as fixed phone orientation, which is not practical for real-life use. In this paper, we present an indoor localization system named MaLoc, built on our proposed augmented particle filter. We create several innovations on the motion model, the measurement model and the resampling model to enhance the traditional particle filter. To minimize errors in motion estimation and improve the robustness of particle filter, we augment the particle filter with a dynamic step length estimation algorithm and a heuristic particle resampling algorithm. We use a hybrid measurement model which combines a new magnetic fingerprinting model and the existing magnitude fingerprinting model to improve the system performance and avoid calibrating different smartphone magnetometers. In addition, we present a novel localization quality estimation method and a localization failure detection method to address the ""Kidnapped Robot Problem"" and improve the overall usability. Our experimental studies show that MaLoc achieves a localization accuracy of 1~2.8m on average in a large building.",10,75.7894736842
UbiComp,c43d5096194d47e23dff42acc084c981bc05d9ea,UbiComp,2013,OpenLight: a concept of urban lighting to make urbanites aware of each other,"Noriyuki Fujimura, Masa Inakage, Hideki Sunahara, Satoru Tokuhisa, Atsuro Ueki, Masato Yamanouchi","2716672, 3085904, 1777145, 2942124, 2360756, 2522530","hough there are many examples of attempts to create interactive lighting installations in urban public space, its meaning for urbanites has not been fully explored and defined. What could interactive lighting contribute to urban public space? Using the concept of Third Place, this research focuses on the social potential of urban public space using the concepts of, especially the role of space in connecting people and fostering social capital. Our hypothesis is that interactive urban lighting can assist this role of urban public space. Openlight is a concept of networked interactive lighting that provides urbanites with open access to penetrate psychological barriers between individuals and groups in urban public space. Hence the interaction would provide more possibilities for urbanites becoming more aware of and getting to know each other. For this first attempt, we have created a scaled prototype for a Caf&#233;/Restaurant setting.",0,13.2653061224
UbiComp,2597a15071c35cf6cde0c79d3266d9c86946f4e4,UbiComp,2014,Chroma: a wearable augmented-reality solution for color blindness,"Enrico Tanuwidjaja, Derek Huynh, Kirsten Koa, Calvin Nguyen, Churen Shao, Patrick Torbett, Colleen Emmenegger, Nadir Weibel","2477404, 2424643, 2050955, 2913185, 2911040, 2176163, 1779933, 1752711","Color blindness is a highly prevalent vision impairment that inhibits people's ability to understand colors. Although classified as a mild disability, color blindness has important effects on the daily activity of people, preventing them from performing their tasks in the most natural and effective ways. In order to address this issue we developed Chroma, a wearable augmented-reality system based on Google Glass that allows users to see a filtered image of the current scene in real-time. Chroma automatically adapts the scene-view based on the type of color blindness, and features dedicated algorithms for color saliency. Based on interviews with 23 people with color blindness we implemented four modes to help colorblind individuals distinguish colors they usually can't see. Although Glass still has important limitations, initial tests of Chroma in the lab show that colorblind individuals using Chroma can improve their color recognition in a variety of real-world activities. The deployment of Chroma on a wearable augmented-reality device makes it an effective digital aid with the potential to augment everyday activities, effectively providing access to different color dimensions for colorblind people.",11,79.4736842105
UbiComp,070aa8814075c1bb3a0e16f207baec25c9c50d69,UbiComp,2012,Using media façades to engage social interaction,"Sven Gehring, Antonio Krüger","1758772, 1790548","Media fa&#231;ades in urban spaces offer great potential for new forms of collaborative multi-user interaction. Beyond interaction, they also allow for connecting people and for triggering social interaction between the different users. We report on our experiences of how simultaneous interaction with a media fa&#231;ade at-a-distance can engage social offline interaction between users. We built an application that allows for simultaneous painting on a fa&#231;ade, and gathered informal feedback during the ARS Electronica Festival in Linz, Austria.",3,56.6820276498
UbiComp,e10c529d66ca7d4ea3059feade1819de3623011a,UbiComp,2012,Multi-touch passwords for mobile device access,"Ian Oakley, Andrea Bianchi","1698507, 4189910","Draw-a-Secret password schemes, like the Google Android Pattern Lock, entail stroking out a shape on a touch screen. This paper explores techniques for expanding the richness of this input modality (multitouch input, off-target interaction) in order to increase password entropy and resistance to observation. A formative user study highlights user perceptions and usability issues relating to this design space and suggests directions for future development of this concept.",4,62.4423963134
UbiComp,26d25f528af0fabcba27141ef3ff36e0f0158df8,UbiComp,2012,A framework to promote user engagement in participatory sensing applications,Osarieme Omokaro,3136818,"Incentives have been introduced in participatory sensing applications to encourage the general public to engage in providing quality data that is meaningful to a data collection campaign. However, it is likely that there is no single incentive mechanism that is guaranteed to increase and sustain user engagement. We believe that to sustain user engagement in participatory sensing campaigns, incentives should be tailored to reflect the interests of individuals, as well as the nature of the application. We propose a framework that provides participatory sensing application developers with the flexibility to offer various incentives within a single participatory sensing campaign.",0,14.5161290323
UbiComp,133d3e07192a271ff30945f07af70e07c109b58d,UbiComp,2015,"Sandra helps you learn: the more you walk, the more battery your phone drains","Chulhong Min, Chungkuk Yoo, Inseok Hwang, Seungwoo Kang, Youngki Lee, Seungchul Lee, Pillsoon Park, Changhun Lee, Seungpyo Choi, Junehwa Song","3016398, 3145312, 2427290, 3028172, 3693511, 2109633, 2288874, 3158671, 1852544, 1789470","Emerging continuous sensing apps introduce new major factors governing phones' overall battery consumption behaviors: (1) added nontrivial persistent battery drain, and more importantly (2) different battery drain rate depending on the user's different mobility condition. In this paper, we address the new battery impacting factors significant enough to outdate users' existing battery model in real life. We explore an initial approach to help users understand the cause and effect between their physical activity and phones' battery life. To this end, we present <i>Sandra</i>, a novel <i>mobility-aware</i> smartphone battery information advisor, and study its potential to help users redevelop their battery model. We perform an extensive explorative study and deployment for 30 days with 24 users. Our findings reveal what they essentially learned, and in which situations they found Sandra very helpful. We share the lessons learned to help in the design of future mobility-aware battery advisors.",6,76.0504201681
UbiComp,29782edb8be8fdd34f722d11677ec1a7da4f565f,UbiComp,2013,ConteXinger: a context-aware song generator,"Ayano Nishimura, Itiro Siio","2977906, 1709079","Daily work such as household chores are generally boring and monotonous and tend to be thought of as routine work. Work songs have been written and sung by workers to reduce their labor load. In addition, text-to-song synthesizer software such as Yamaha's VOCALOID is commonly used by a wide variety of computer music creators. We developed a real-time music synthesizer called -- conteXinger -- that sings lyrics based on the listener's context, including the use of home appliances (such as a vacuum cleaner, refrigerator, microwave oven, or dish washer), and Internet information (such as SNS messages, Web news, and weather reports). By presenting the synthesized music to a user through a home audio system or headphones, our system entertains users who may be bored from their everyday work routine.",0,13.2653061224
UbiComp,0eacd00963779809e5cd21ec52003b52b52db1dc,UbiComp,2013,Exploring design opportunities for social intimacy through everyday objects and practices,"Hansen Wei, Elisa Giaccardi, Marieke Sonneveld","2993689, 2502769, 1700304",This paper describes a design-driven exploration of how social media services can be made tangible through everyday objects and practices. The exploration was focused on the gaps and opportunities of how people experience intimacy in the social media context. We refer to it as <i>social intimacy</i>.,0,13.2653061224
UbiComp,2b5f35b418aa404e67d3e4701117a42859d50586,UbiComp,2012,Approaches to interacting with digital object memories in the real world,"Ralph Barthel, Martin de Jode, Andrew Hudson-Smith","2498474, 1812098, 2067137","As IoT (Internet of Things) technologies and infrastructures become more mature, opportunities for engagement with representations of digital object memories (DOM) in the real world increase. Digital object memories can provide added value and pave the way for new consumer-oriented IoT products and services. However, our research experience of employing digital object memories in different systems for reminiscing, mediation of second-hand retail environments and augmenting digital heritage experiences (e.g. in museums) also point to some significant challenges as to how people can interact with DOMs in situ. Based on this work we will put forth some of the key user experience challenges that we encountered when employing representations of DOMs in the real world in the course of the last two and a half years and discuss some alternative routes we wish to explore through future research.",0,14.5161290323
UbiComp,441d79c7d1d12739d5f56ff031aab2a0118f3080,UbiComp,2016,Exploring glass as a novel method for hands-free data entry in flexible cystoscopy,"Charles Templeman, Francisco Javier Ordóñez Morales, Andrew Symes, Daniel Roggen","3455162, 3454741, 2188797, 1703539","We present a way to annotate cystoscopy finding on Google Glass in a reproducible and hands free manner for use by surgeons during operations in the sterile environment inspired by the current practice of hand-drawn sketches. We developed three data entry variants based on speech and head movements. We assessed the feasibility, benefits and drawbacks of the system with 8 surgeons and Foundation Doctors having up to 30 years' cystoscopy experience at a UK hospital in laboratory trials. We report data entry speed and error rate of input modalities and contrast it with the participants' feedback on their perception of usability, acceptance, and suitability for deployment. The results are supportive of new data entry technologies and point out directions for future improvement of eyewear computers. The findings can be generalised to other endoscopic procedures (e.g. OGD/laryngoscopy) and could be included within hospital IT in the future.",0,39.5652173913
